100,0,0,0,0,0,0,0,0,0
1000102,0.0095,0.0827813,0,0.0126432,0.0823144,0.0827823,0,0.0162548,0
11000122,0.855949,0,0,0,0.008645,0,0,0,0
11102122,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0
201010,0.16415,0.451324,0.861403,0,0.134481,0,0.123515,0,0.451291
200201110,0,0.855864,0.0940586,0,0.00949059,0,0,0,0.0864414
212201110,0,0,0,0,0,0,0,0,0
10000,0,0,0,0,0,0,0,0,0
12010000,0.451205,0,0,0.0451564,0,0.094995,0.0813062,0.455316,0.0894328
112012000,0,0,0,0,0,0,0,0,1
21010000,0.00821223,0,0,7.76154e-05,0,0.00449746,0.126387,0.000899477,0.00443863
21112000,0.0475,0,0,0,0,0,0.475,0,0.0474996
121112020,0,0,0,0,0,0,0,0,0
100000,0,0,0,0,0,0,0,0,0
100100020,0,0.813577,0.0812316,0,0.169085,0.0908088,0.945297,0,0.00949319
100100221,0,0.855863,0.84645,0,0.95,0,0,0,0
200000110,0,0.00094914,0.0902966,8.13818e-05,0.085595,0.0813153,0,0,0.949992
220010110,0,0,1,0,0,0.7695,0,0,0
100000000,0,0,0,0,0,0,0,0,0
110200000,0,0,0.89514,0,0.00902966,0.0159626,0.0164162,0.00783215,0.0126233
110220001,0,0,0.95,0,0,0,0.7695,0.4617,0
110221021,0,0,0.5,0,0,0,0,0,0
10102,9.74058e-06,0.418419,0.902975,0.0772417,0,0.00094906,0,0.410988,0
120010102,0,0,0.0864495,0.00431823,0,0.000949906,0,0,0
1,0,0,0,0,0,0,0,0,0
100002001,0,0.0088587,0.169183,0.095,0.907493,0,0.0421233,0.0879652,0
10100200,0.163333,0,0.816716,0,0.832167,0.460546,0,0.460508,0.949952
11100220,0,0,0,0,0,0,0,0,1
2011000,0.171737,0.407037,0,0.857786,0,0,0.0900282,0.447591,0.0454573
2011012,0.000855009,0.432724,0,0.0474996,0,0,0,0,0
102011212,0,0,0,0,0,0,0,0,0
1100200,0.419171,0.450881,0,0,0.456084,0.455319,0,0.135612,0.906818
121100200,0,0,0,0,0.522344,0.423225,0,0.95,0.5225
121101202,0,0,0,0,0.495,0,0,1,0
100020010,0,0.455275,0.459899,0.456995,0,0.462685,0.45619,0,0.858524
110020210,0,0,1,0.855,0,0.854145,0,0,0.007695
110122210,0,0,1,0,0,0,0,0,0
2110,0.821101,0.812899,0.855008,0.813625,0.812329,0,0,0,0.945725
201002110,0,0,0,0.0941355,0,0,0,0,0.094051
10000000,0,0,0,0,0,0,0,0,0
10000012,0.0949897,0,0.813152,0.0898397,0.902543,0.164036,0.0826644,0,0
11000212,0.0949914,0,0,0.00855855,0.941441,0,0,0,0
10002001,0.86144,0,0.443903,0.175335,0.456684,0,0.4593,0.45125,0
11022001,0.47975,0,0,1,0,0,0.428,0.855,0
11122021,0.5,0,0,0,0,0,0,0,0
100200010,0,0.451247,0.492692,0,0.945289,0.102558,0.118666,0,0.455231
110200012,0,0,0.0521559,0,0.0949525,0.0863636,0,0,0
110221012,0,0,0.5,0,0,0,0,0,0
110000200,0,0,0.949568,0.0739164,0.095,0.096682,0,0.017529,0.0894444
110221210,0,0,1,0,0,0,0,0,0
1000000,0,0,0,0,0,0,0,0,0
101020000,0,0.906453,0,0.0945106,0,0.0854258,0.0410708,0.094145,0.077656
101020021,0,1,0,0,0,0,0,0,0
20101,0.0454543,0.00941364,0.413887,0.00941448,0,0.459417,0,0.949536,0
10220101,0,0,0.863379,0,0,1,0,0.89262,0
110220121,0,0,0.4995,0,0,1,0,0,0
12000001,0.423248,0,0,0.171467,0.949955,0.450563,0.168171,0.451624,0
12102001,0.0475,0,0,0,0.00863645,0,0.0949992,0.00432246,0
112122001,0,0,0,0,0,0,1,0,0
200110000,0,0.089659,0.0949995,0,0,0.818025,0.450925,0.415067,0.0096666
201110020,0,0,0,0,0,0.00470682,0.855898,0,0.000863559
1000,0,0,0,0,0,0,0,0,0
200001100,0,0.175789,0.949952,0.166568,0.136006,0,0,0.447594,0.174639
220101100,0,0,1,0,0,0,0,0.854145,0
200100010,0,0.752459,0.95,0,0.821745,0.81204,0.0975586,0,0.168823
200121010,0,0.7695,0,0,0,0,0.95,0,0.9
221121010,0,0,0,0,0,0,0,0,1
2000110,0.804127,0.850651,0,0.775262,0.763848,0.855863,0,0,0.945293
102000112,0,0.521036,0,0.522268,0,1,0,0,0
100200100,0,0.170692,0.0982912,0,0.95,0.175425,0,0.452063,0.455355
110200102,0,0,0.902971,0,0.0094564,0.0949145,0,0.475,0
110202112,0,0,1,0,0,0,0,0,0
100010020,0,0.0739229,0.0748089,0.0414292,0,0.00960322,0.0094906,0,0.95
21100000,0.446015,0,0,0,0.94916,0.0166178,0.45527,0.167632,0.422751
21100021,0,0,0,0,1,0,0,0,0
10001002,0.165273,0,0.731426,0.882807,0.866231,0,0.949573,0.829131,0
12001012,0.0940499,0,0,0.474439,0.95,0,0.854914,0,0
112201012,0,0,0,0,0.5,0,0,0,0
200001010,0,0.821738,0.894724,0.892859,0.897786,0,0.945297,0,0.859061
221201110,0,0,0,0,0,0,0,0,0
210010000,0,0,0.00045417,0.403383,0,0.450923,0.0945471,0.898427,0.00161792
210011002,0,0,0,7.695e-07,0,0,0.0855864,8.55001e-05,0
10020010,0.88527,0,0.850078,0.818255,0,0.907207,0.891817,0,0.891111
10120210,0,0,1,0,0,0.7695,0,0,0
10122211,0.49995,0,1,0,0,0,0,0,0
102002110,0,0.007695,0,0,0.854991,0,0,0,1
122012110,0,0,0,0,0,0,0,0,1
10002100,0.16295,0,0.130909,0.089828,0.95,0,0,0.0865489,0.175755
10022110,0.84645,0,0.007695,1,0,0,0,0,0.854991
112022110,0,0,0,0,0,0,0,0,1
11200000,0.945725,0,0,0,0.897333,0.899039,0.863644,0.0804873,0.827675
11202001,0.7695,0,0,0,1,0,0,0,0
211202101,0,0,0,0,1,0,0,0,0
1000021,0.00890267,0.00864406,0,0.00161814,0.00892417,0.451243,0.011851,0,0
11000221,0.0436482,0,0,8.645e-07,0,0.000474996,0,0,0
10020100,0.456232,0,0.456054,0.945725,0,0.452956,0,0.456123,0.171732
12020101,0.432245,0,0,0.0949102,0,9.40586e-07,0,0.475,0
112020121,0,0,0,0.5,0,0,0,0,0
100120,0.9025,0.00941372,0.0451206,0,0.008645,0.0775338,0,0,0.0829156
200101120,0,0.0854915,0,0,0.95,0,0,0,0.093195
200121121,0,1,0.4995,0,0,0,0,0,0
110000002,0,0,0.945293,0.0812597,0.0886169,0.094145,0.0944511,0.53302,0
110120002,0,0,0.0949992,0,0,0.086355,0.08645,0.00086355,0
120000100,0,0,0.00494707,0.861846,0.0012694,0.00812398,0,0.000949136,0.00459516
120200101,0,0,0,0,0.863645,9.4906e-07,0,8.55096e-05,0
20110,0.0949914,0.129787,0.456131,0.000537376,0,0.0855094,0,0,0.949995
122110,0.000855,0,0.0941441,0,0,0,0,0,9.5e-05
210122110,0,0,0,0,0,0,0,0,1
12010,0.00486145,0.00503575,0.00937517,0.00147825,0,0,5.31706e-05,0,0.00415576
200112010,0,0.90725,0.00863645,0,0,0,0.474948,0,9.48965e-06
100022011,0,0,0,0,0,0,0.95,0,0
110022211,0,0,0,1,0,0,0,0,0
1000120,0.000385867,0.08645,0,0.0731195,0.94917,0.0443826,0,0,0.074815
1102120,0.431779,0.000855002,0,0,0.0898657,0,0,0,0
102000001,0,0.00982823,0,0.00828581,0.537667,0.0089349,0.00949915,0.00827838,0
102000211,0,0.84645,0,0,1,0.0854915,0,0,0
122100211,0,0,0,0,1,0,0,0,0
200000101,0,0.00950804,0.0501124,0.00750922,0.0129983,0.00571829,0,0.491903,0
200102101,0,9.41357e-10,0.428022,0,0.0475,0,0,0.475,0
221102101,0,0,0,0,0,0,0,0,0
10210,0.0488739,0.902049,0.000826315,0.374207,0,0.414695,0,0,0.41422
2010211,0.000949051,0.94145,0,0.00863551,0,0,0,0,0
20110000,0.00949145,0,0.00949479,0,0,0.880233,0.041101,0.000900744,0.0163229
22110001,1,0,0,0,0,0.7695,0.00854145,0.854914,0
100021000,0,0.945724,0.496807,0.459779,0,0,0.176181,0.496708,0.455389
100021201,0,0.862694,1,0.863635,0,0,0,0.864405,0
120001,0.463629,0.463489,0.138939,0,0,0.488259,0.456237,0.95,0
10122001,0.475,0,0.095,0,0,0,0.475047,0.470293,0
211122001,0,0,0,0,0,0,0.5,0.5,0
200011,0.863592,0.0884524,0.752144,0,0.895426,0.0902974,0.902928,0,0
120200011,0,0,0,0,9.49051e-06,0,0,0,0
120221011,0,0,0,0,0,0,0,0,0
11220100,0,0,0,0,0,1,0,0.84645,0
200010001,0,0.175814,0.501125,0.451666,0,0.419451,0.451697,0.451284,0
200011021,0,8.55857e-06,0.427936,0.00436098,0,0,9.40509e-05,0,0
20100100,0.907246,0,0.0949991,0,0.0894369,0.153683,0,0.0949868,0.154488
21102100,0,0,0,0,8.54992e-06,0,0,0.00085577,0
21102121,0,0,0,0,1,0,0,0,0
1200010,0.175717,0.451245,0,0,0.90246,0.0167008,0.176147,0,0.163976
211200010,0,0,0,0,0.95,0,0,0,0
211220110,0,0,0,0,0,0.9,0,0,1
200101000,0,0.770233,0.00869116,0,0.902928,0,0,0.336334,0.07695
210121000,0,0,0,0,0,0,0,0.854914,1
21001,0.0861806,0.00821187,0.945681,0.0451608,0,0,0.0941365,0.0937162,0
221011,0,0,0.085595,0,0,0,0.0949145,0,0
12221011,0,0,0,0,0,0,1,0,0
1000201,0.0501125,0.0447152,0,0.00886177,0.0857087,0.056914,0,0.00381717,0
101000020,0,0.95,0,0.0745971,0.095,0.0885361,0.090719,0,0.0174973
121100020,0,0,0,0,1,0,0.7695,0,0
20000101,0.0949136,0,0.0864499,0.00762543,0.094906,0.00827757,0,0.949957,0
21000010,0.418395,0,0,0.0861886,0.0898069,0.447196,0.45125,0,0.496008
21002110,0,0,0,0.00085577,8.55e-05,0,0,0,0
121002112,0,0,0,0,0,0,0,0,0
11020,0.0451854,0.0740845,0.0126302,0.536384,0,0,0.074059,0,0.0374152
200100001,0,0.452172,0.906739,0,0.495953,0.455315,0.451692,0.455355,0
210102001,0,0,0.0475,0,0.475,0,0.475,0.475,0
210102121,0,0,0.5,0,0.5,0,0,0,0
11020000,0.902932,0,0,0.0821707,0,0.0949944,0.166647,0.451279,0.095
11021200,0.094964,0,0,0,0,0,0,0.0855864,0.00941441
211021210,0,0,0,0.9,0,0,0,0,1
201100000,0,0.166557,0,0,0.857424,0.451661,0.45166,0.160006,0.168103
201100012,0,0,0,0,1,0,0,0,0
201112012,0,0,0,0,0,0,0,0,0
120020110,0,0,0,0.000949487,0,0.000940594,0,0,0.00474573
101020,0.774776,0.0940013,0.42765,0,0.949957,0,0.862186,0,0.00854145
1121020,0.854991,0.9,0,0,0,0,0.09234,0,0.95
210000010,0,0,0.738489,0.829808,0.902543,0.747784,0.0902504,0,0.095
211220011,0,0,0,0,0,1,0,0,0
112000000,0,0,0,0.893558,0.495997,0.906775,0.171215,0.52493,0.859788
112100002,0,0,0,0,0,1,0.855,0,0
100010002,0,0.443147,0.451743,0.162939,0,0.135613,0.501125,0.131953,0
122010112,0,0,0,0,0,1,0,0,0
10010200,0.0949955,0,0.00894426,0.0906227,0,0.0056547,0,0.945717,0.0949145
10210201,1,0,0,0,0,0.0940414,0,0,0
11212201,1,0,0,0,0,0,0,0,0
10201000,0.171946,0,0.451254,0,0.171434,0,0.176174,0.0524478,0.857862
10201102,0.095,0,0.474952,0,0.945293,0,0,0.474905,0
110201122,0,0,0.5,0,0,0,0,0,0
10000201,0.949957,0,0.10239,0.155242,0.167446,0.131103,0,0.450151,0
210001201,0,0,0.95,0.9,0,0,0,0.0948186,0
210011221,0,0,0,1,0,0,0,0,0
200000011,0,0.0939952,0.0938397,0.0949999,0.813265,0.76319,0.945293,0,0
102001,0.45125,0.119725,0.126862,0,0.0869227,0,0.451693,0.0462582,0
212102101,0,0,0,0,0,0,0,0.5,0
121,0.419208,0.176218,0.455355,0.167066,0.540579,0.089839,0,0,0
200100121,0,0.95,0.47025,0,0.478244,0.475,0,0,0
10201201,1,0,0,0,0.8645,0,0,0,0
110221201,0,0,1,0,0,0,0,0,0
201001,0.0900166,0.00161623,0.898435,0,0.129612,0,0.0930671,0.448008,0
120000001,0,0,0.00910469,0.155293,0.86634,0.0895101,0.0856972,0.08645,0
120002011,0,0,0,0.09405,0.00513001,0,0.0431767,0,0
120122011,0,0,0,0,0,0,0.5,0,0
112201000,0,0,0,0,0.522495,0,0.0949051,0.47499,0.475
112221001,0,0,0,0,0,0,1,0,0
100002010,0,0.420832,0.171218,0.0986808,0.907246,0,0.455595,0,0.12611
101022010,0,0.521075,0,1,0,0,0,0,0
101122012,0,0,0,0,0,0,0,0,0
121000,0.657922,0.833354,0.907203,0,0,0,0.817286,0.421301,0.872534
2121100,0.95,0,0,0,0,0,0,0.427072,0.7695
2121112,1,0,0,0,0,0,0,0,0
100001002,0,0.455721,0.0935292,0.451254,0.455758,0,0.902387,0.147525,0
102101002,0,0,0,0,0.00863464,0,0.949144,0.00864303,0
122101012,0,0,0,0,0,0,0,0,0
100200001,0,0.00252439,0.451661,0,0.945249,0.000949915,0.00894354,0.455335,0
110200201,0,0,0.864499,0,0.0949992,0.0855855,0,0,0
110201221,0,0,0,0,0,0,0,0,0
201000010,0,0.0897634,0,0.167632,0.175377,0.451993,0.945132,0,0.167328
201120010,0,0.0949915,0,0,0,0.522071,0.855,0,1
221120011,0,0,0,0,0,0,0,0,0
120000010,0,0,0.41835,0.0451818,0.170268,0.11856,0.455396,0,0.45125
122000011,0,0,0,0,0.0940595,0,0.0864491,0,0
122102011,0,0,0,0,0,0,0,0,0
102100,0.901695,0.0161573,0.094498,0,0.13005,0,0,0.444316,0.167538
2112100,0.864414,0,0,0,0,0,0,0,1
21121,0,1,0,0,0,0,0,0,0
102001000,0,0.448042,0,0.451251,0.949573,0,0.16448,0.167048,0.130858
102211000,0,0.0474568,0,0,0,0,0,0.474953,0.475
122211010,0,0,0,0,0,0,0,0,0.5
110200,0.0454898,0.447216,0.0885352,0,0,0.85811,0,0.0496927,0.095
112000,0.459372,0.451661,0.937944,0,0,0,0.459332,0.488658,0.504696
112120,0.00475,0,0.000941407,0,0,0,0,0,0.00864492
100112200,0,0,0,0,0,0,0,0,0.95
100100200,0,0.820685,0.829829,0,0.16799,0.827807,0,0.806128,0.906775
100110220,0,0.00855,0.0855,0,0,0.855941,0,0,1
1010020,0.00828751,0.00893394,0,0.0245293,0,0.00783439,0.504772,0,0.00949145
201010021,0,0,0,0.00863644,0,0.431822,0.00902462,0,0
201112021,0,0,0,0,0,0,0.5,0,0
211220101,0,0,0,0,0,1,0,0,0
110002000,0,0,0.902504,0,0.0940424,0,0.666029,0.731828,0.85544
110002021,0,0,0,8.55865e-05,8.6356e-05,0,0,0,0
110122021,0,0,0,0,0,0,0,0,0
2110000,0.0375702,0.0745828,0,0,0,0.949535,0.0163198,0.129272,0.0949992
102110002,0,0,0,0,0,1,0.00863456,0.086355,0
102110212,0,0,0,0,0,1,0,0,0
1002100,0.450966,0.0746627,0,0.094145,0.90725,0,0,0.374817,0.161809
1002121,0,0.7695,0,0,0.95,0,0,0,0
1122121,0.495,1,0,0,0,0,0,0,0
10020121,0.475,0,0.475,0.475047,0,0.522072,0,0,0
211020121,0,0,0,0,0,0.5,0,0,0
101000200,0,0.0459742,0,0.0446844,0.0410685,0.00407307,0,0.0248884,0.501079
101000221,0,0.00949906,0,0,0.00940501,0,0,0,0
100000201,0,0.0163348,0.0941449,0.0909641,0.537917,9.82255e-05,0,0.0893402,0
100010200,0,0.446827,0.154987,0.373721,0,0.367475,0,0.000950001,0.904664
120010,0.46282,0.49583,0.176109,0,0,0.0597844,0.945716,0,0.457002
122011,0.474996,0.427932,0.094906,0,0,0,0.95,0,0
100122211,0,0.49995,1,0,0,0,0,0,0
210120001,0,0,0.475457,0,0,0.474948,0.945721,0.475,0
210121021,0,0,0.5,0,0,0,0,0,0
21010,0.175798,0.492643,0.460696,0.45218,0,0,0.492768,0,0.94572
21021010,0.095,0,0,0.474957,0,0,0.0475,0,0.949572
102100000,0,0.0178692,0,0,0.00940587,0.0862399,0.94524,0.0221678,0.0894425
112102000,0,0,0,0,0,0,0.95,0,0.9
120200110,0,0,0.0475,0,0.0859789,0.086355,0,0,0.475
10010002,0.0739157,0,0.0899471,0.00857049,0,0.08645,0.095,0.536731,0
10012102,0,0,1,0.84645,0,0,0,0.07695,0
110012122,0,0,1,0,0,0,0,0,0
121210,0.95,0,0.9,0,0,0,0,0,0
110000020,0,0,0.536947,0.374045,0.08973,0.00888229,0.00175486,0,0.163736
121002100,0,0,0,0.95,0.0864499,0,0,0.00855009,0
1200001,0.0949478,0.0747278,0,0,0.0949915,0.0241304,0.00956029,0.0155214,0
11200201,1,0,0,0,0,0.864319,0,7.69501e-05,0
10120,0.0451216,0.00731911,0.0100003,0.00780178,0,0.0415068,0,0,0.00857459
20011120,0.00855085,0,0.941356,0,0,0,0,0,0
1100221,0.474953,0.00940501,0,0,0,0.0427547,0,0,0
11120221,0,0,0,0,0,0,0,0,0
10100020,0.45162,0,0.495163,0,0.167373,0.417663,0.12714,0,0.176221
112100020,0,0,0,0,0,0,0.95,0,0.7695
112101022,0,0,0,0,0,0,0.9999,0,0
102010000,0,0.407023,0,0.41544,0,0.095,0.00739244,0.0897955,0.945721
102010012,0,0.38475,0,0,0,1,0,0,0
102211012,0,0.5,0,0,0,0,0,0,0
12001,0.523279,0.0130696,0.0119792,0.00894288,0,0,0.0127075,0.00857374,0
12211,0.00902462,0.0474957,0,0.00941356,0,0,0,0,0
2112211,0,0,0,0,0,0,0,0,0
100020100,0,0.00949136,0.130456,0.949957,0,0.0949145,0,0.0941401,0.11822
100022101,0,0.855,0.854991,1,0,0,0,0.863548,0
110022121,0,0,0,1,0,0,0,0,0
21000001,0.0148531,0,0,0.00821199,0.00872572,0.817619,0.00045125,0.00941365,0
20000110,0.0824781,0,0.0864042,0.0484105,0.0488698,0.0899914,0,0,0.865867
22001110,1,0,0,0.465548,0,0,0,0,0.522457
102011002,0,0.474957,0,0.475,0,0,0.0940509,0.0906301,0
200110,0.0892021,0.0819568,0.121881,0,0.0821277,0.0821745,0,0,0.89478
201200110,0,0,0,0,0.00863644,0.00949145,0,0,0.00863637
100000210,0,0.451291,0.168176,0.122973,0.902267,0.130729,0,0,0.170663
110200210,0,0,0.863636,0,0.00949915,0.00855009,0,0,0
112200211,0,0,0,0,1,0,0,0,0
1012,0.102329,0.4517,0.460215,0.455356,0.945724,0,0.459746,0,0
10201012,0.07695,0,0.474952,0,0.949568,0,0.0093195,0,0
110201212,0,0,0,0,0,0,0,0,0
210100000,0,0,0.459016,0,0.902927,0.455721,0.462711,0.462688,0.175432
212100001,0,0,0,0,0.949953,0.431822,0.0941449,0.475,0
212112001,0,0,0,0,0,0,0,0.5,0
120010000,0,0,0.0448333,0.0410633,0,0.0459042,0.00568976,0.0160915,0.0532139
120012100,0,0,0.00855087,0,0,0,0,0,0.085501
10102000,0.451258,0,0.176224,0,0.130858,0,0.452063,0.417663,0.168486
12112000,0,0,0,0,0,0,0,0.7695,1
101002000,0,0.451697,0,0.0094145,0.0829683,0,0.0410596,0.0820463,0.041393
101102020,0,0.00864491,0,0,0.00094051,0,8.55001e-05,0,0.00094905
120001000,0,0,0.455322,0.406151,0.902967,0,0.483456,0.168094,0.451574
122001010,0,0,0,0.0474995,0.00855942,0,0.094051,0,0.0432203
200001001,0,0.85199,0.902974,0.863939,0.0695289,0,0.862781,0.731024,0
200211001,0,0,0.95,0,0,0,0.9,0,0
100201000,0,0.447923,0.492269,0,0.447604,0,0.0536622,0.159612,0.45125
102201001,0,0,0,0,0.945682,0,0.0094145,0.0423225,0
122201011,0,0,0,0,0,0,0,0,0
2101,0.0816028,0.00805679,0.078348,0.00941365,0.0821322,0,0,0.850387,0
212101,0,0,0,0,0,0,0,0,0
102010120,0,0,0,0.000470298,0,0.00094051,0,0,0.0051309
112200010,0,0,0,0,0.95,0,0.863379,0,0
112201210,0,0,0,0,1,0,0,0,0
101221000,0,0.0470768,0,0,0,0,0,0.00940587,0.043225
10000021,0.45125,0,0.824889,0.410716,0.163267,0.0492634,0.0851569,0,0
10102021,0.475,0,0.0475,0,0.0474996,0,0.474995,0,0
110102221,0,0,0,0,0,0,0,0,0
210011200,0,0,0,1,0,0,0,0.0940491,0
120100201,0,0,0,0,0.95,0,0,0.095,0
120101221,0,0,0,0,1,0,0,0,0
100000120,0,0.0086356,0.0528341,0.451627,0.00949992,0.00981143,0,0,0.0154498
110200120,0,0,0.475,0,0.428441,8.55002e-11,0,0,0.431822
2100001,0.949525,0.157325,0,0,0.1722,0.171271,0.0937277,0.098366,0
2110021,0.0432635,0.00863551,0,0,0,0.043225,0,0,0
12110200,0,0,0,0,0,0,0,0.00855,0.00086356
212110201,0,0,0,0,0,0,0,0,0
202001011,0,1,0,0,0.7695,0,0,0,0
200120011,0,0.0855,0.0949145,0,0,0.00427457,0.479318,0,0
210120211,0,0,1,0,0,0.45,0,0,0
1020010,0.171345,0.166973,0,0.456964,0,0.906048,0.455677,0,0.456161
121020010,0,0,0,0.949568,0,0.475047,0.474999,0,0.475
121021012,0,0,0,0.5,0,0,0.5,0,0
200011210,0,0.864319,0.0855855,1,0,0,0,0,0
200010112,0,0.000949146,0.0094906,0,0,9.41356e-05,0,0,0
200112001,0,0.475432,0.902975,0,0,0,0.474999,0.475,0
210112201,0,0,0,0,0,0,0,0.5,0
210110002,0,0,0.0863551,0,0,0.000864414,0.0855087,0.000949914,0
212110102,0,0,0,0,0,1,0,0,0
100021,0.126386,0.0871797,0.41906,0,0.907213,0.0938204,0.418465,0,0
101221,0,0.00855001,0.0949991,0,0.095,0,0,0,0
10121221,0,0,1,0,0,0,0,0,0
10200100,0.0569026,0,0.451656,0,0.945725,0.168109,0,0.454986,0.455758
10202110,0.0854145,0,0.855,0,1,0,0,0,0.863541
210100021,0,0,0.475,0,0.475,0.475,0.474957,0,0
211100221,0,0,0,0,0,0.5,0,0,0
2001010,0.9025,0.0982339,0,0.488384,0.54118,0,0.0825431,0,0.126738
22101010,1,0,0,0,0.7695,0,0,0,0
1020100,0.168054,0.493194,0,0.500866,0,0.902432,0,0.501104,0.383058
21020110,0.000864491,0,0,0.00517754,0,0.00855095,0,0,0.95
210120010,0,0,0.95,0,0,0.38475,0,0,0.9
211122010,0,0,0,0,0,0,0.45,0,1
200101,0.0111575,0.00827751,0.410223,0,0.00949917,0.00949136,0,0.016924,0
12200101,0.043225,0,0,0,0.00479236,9.49138e-06,0,0.475,0
12221101,0,0,0,0,0,0,0,0.5,0
210000001,0,0,0.455017,0.130721,0.452063,0.451653,0.944525,0.454934,0
212000011,0,0,0,0,0.0949999,0,0.0949991,0,0
210120100,0,0,0.423225,0,0,0,0,0.4617,1
212120101,0,0,0,0,0,0,0,0.5,0
1021,0.0455235,0.0949218,0.858528,0.049588,0.0821707,0,0.0827051,0,0
200101021,0,0,0.00940975,0,0.0907164,0,0,0,0
